nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
-0.9325255573907629,-0.3499066425061963,-0.3618736848649141,-0.14552724104179746,-0.1687963773655945,-0.012007384504402394,-0.015493787961165288,-0.10858361220359428,-0.7758200505431873
NIND,NGEN,POP,CXPB,MUTPB,GAME_LEVEL
9,20,50,0.6,0.2,3
