nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
-0.9360154540786045,0.2459869644991794,-0.598651264476502,-0.11663542264468044,-0.5705576612121559,-0.33645400192514113,0.11329085362491614,-0.3114438992498743,0.32208126088623956
NIND,NGEN,POP,CXPB,MUTPB,GAME_LEVEL
9,20,50,0.6,0.2,3
