nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
-0.1930510410786718,-22.281610749379794,-0.4308129375882124,-4.6337413307712065,0.20333202695608033,-0.11137658142691662,0.001004963043936269,0.017991098149409395,25.765412010198503
NIND,NGEN,POP,CXPB,MUTPB,GAME_LEVEL
9,20,50,0.6,0.2,3
