mean,std
21.626373815935715,0.45436323656171745
21.474968018601952,0.4883927043965909
21.406699503948392,0.5254210245153816
21.368745758222065,0.5518491078785174
21.34815743060982,0.5771276516185122
21.32542688906059,0.6035149163062894
21.307586910346934,0.613864539900853
21.295023767855934,0.6285135265746711
21.288724165271116,0.6420567429841807
21.273941628615656,0.6477794912840082
21.26056924066144,0.6637167442447557
21.27731989276346,0.6656867525956924
21.25979654076322,0.6796588100323525
21.278618860473472,0.6806020552378899
21.2664598481017,0.6925631775775544
21.246792780708894,0.6909718149064823
21.26865391165745,0.6923332872950866
21.251586640370828,0.6917139013712273
21.24862908456672,0.7205183019452562
21.245469999313478,0.74586450243102
21.208514669613724,0.783315603154059
21.200165058501433,0.8232416966924426
21.192694959844737,0.8725088332765277
21.145808733634183,0.9608193271300364
21.099610750970793,1.0722268765148175
21.01448211781386,1.2649581748337009
20.84706325520581,1.558835794989047
20.496837539976337,2.0361610523442693
19.698678636558515,2.7373275339367042
18.17715870459316,3.491224184584635
15.718580188898605,3.8977552526981447
13.095264300744484,3.9669529153996645
10.721231220684636,4.21051660555793
8.943475368467773,4.606969513877045
7.269547833359678,4.60757430870119
6.2349446301029285,5.0935787303242535
5.415764158222146,5.3794019325229305
4.765277825601519,5.597283689268193
4.094162885221644,5.741671667379254
3.2381757083442695,5.64064337178769
2.8300985486487407,6.014724929674891
2.397889100174229,5.985781908612179
2.3556960605091026,6.209986327593088
2.0020542637069063,5.886930362781017
2.0308375606048146,6.020679883559469
2.0787855975879905,6.109006088643901
2.070831984969332,6.161346351342403
1.999062255868065,6.054745650371141
2.073617317569432,6.167673775822926
2.192581110090926,6.340764867523702
1.9641324660794288,6.035237727559972
1.9899277064203542,6.0645777803530425
1.992967872909328,6.064395051286774
2.1340780945484616,6.257625992535776
1.9125228748331946,5.972045853392703
2.110957982259591,6.239999692618729
2.0727433733826706,6.191151230812429
1.8552588500603255,5.881928488053788
1.8643622752762026,5.914144891341932
1.8674272335788362,5.9020573655954545
1.9919133146136643,6.10222437337476
1.9660137763213337,6.0485265050897965
1.9024491851155123,5.9526076695559595
1.9311689925986018,5.990945423774659
2.041199135530553,6.14160282262381
1.967493652766665,6.045970781342712
2.104155133599273,6.236617180179532
1.9706776522113414,6.058720956613874
2.049654622157897,6.15137062999936
1.861804157190648,5.889888002956464
2.0915605579645153,6.209405390818516
2.0037038648965786,6.090121635027911
1.987461219868146,6.064798213307602
1.9152819893334014,5.979470921672481
2.0558416032732936,6.167803961497402
2.1421493202634845,6.275768459904044
1.938931971140805,6.023258532662903
1.939831485315186,6.021403205609284
1.9242633443967345,5.988573391389949
2.1672797498707137,6.313887275895605
2.026285574613286,6.133019810657007
1.9201641892703145,5.980822379238231
2.0093614920589813,6.0976745727614245
2.142787903179001,6.28170898263472
1.9313963787254451,5.979526115301181
1.9783875611181403,6.059148505724045
1.9449437948701984,6.008042015054038
1.9996098704603116,6.095519165384487
1.8919994699565854,5.948828608202784
1.9997985962098845,6.102407144198551
1.9729992334247768,6.049394797420284
1.977165868137137,6.067709963078024
1.8257519893237222,5.8638284796898414
2.0426083863864974,6.1355955379681495
2.020983078372852,6.118504452421198
1.9800150110335086,6.057476344626964
2.13992201425534,6.279482415257727
1.978796893563811,6.048580875594966
2.1379910642347104,6.277460900560123
1.935023636676226,5.996519904415438
1.9526921995403468,6.028458026359932
