nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
9.878992972012623e-15,1.7702322333199427e-14,1.3841446399280343e-14
NIND,NGEN,POP,CXPB,MUTPB
3,100,5000,0.6,0.2
