nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
-295.0001202857227,-540.0012629395378,-187.99925604996383,351.0005357553578
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.0009673029122
-295.0001160316065,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.0001160316065,-535.9989739833661,-187.99925604996383,351.0009673029123
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.0009673029123
-295.0001160316064,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.0009673029123
-295.0001202857227,-540.0012629395378,-187.99925604996383,351.0005357553578
-295.0001160316064,-535.9989739833661,-187.99925604996383,351.0009673029123
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.00011603160647,-535.998973983366,-187.99925604996383,351.0009673029124
-295.00002742842054,-440.9490612686679,-187.99925604996383,351.00063176356394
-295.0000000329713,-407.9970889662618,-187.9992560499638,350.9999999834805
-295.00011603160647,-456.7425342731197,-187.99925604996383,348.46168174824163
-295.0000616555484,-506.00041530346505,-187.99925604996383,351.0001710621019
-295.00011603160647,-535.9989739833661,-187.99925604996383,187.4358887511907
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.00010769655,-454.9165876506635,-187.9992560499638,351.00039849807007
-295.00003644444155,-544.2311861698629,-187.9992560499638,351.0006556633116
-295.00011603160647,-535.9989739833661,-187.9992560499639,351.0009673029124
-295.00011603160647,-535.9989739833661,-187.9992560499639,351.00096730291233
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.0000616555484,-506.00041530346505,-187.99925604996383,351.0001710621019
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.00011603160647,-535.9989739833661,-187.99925604996386,351.0009673029123
-295.0001160316065,-535.9989739833661,-187.99925604996383,351.0009673029124
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.0009673029124
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.0009673029122
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.00011603160647,-535.9989739833661,-766.0455732106944,351.0009673029124
-295.0001202857227,-540.0012629395378,-187.99925604996383,351.0005357553578
-295.0000749494764,-389.99882478877487,-187.99925604996383,351.0006378242541
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.0009673029123
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.00011603160647,-535.9989739833661,-53.394665931301404,351.00096730291233
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.0009673029124
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.0009673029124
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.0001151444816,-536.9611918729277,-187.99925604996383,350.9998902782023
-295.000093497472,-536.0795492681253,-187.99925604996383,351.001127705018
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.0009673029123
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.0009673029124
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.0009673029124
-295.0001160316064,-497.94075382259905,-187.99925604996386,351.00096730291233
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.0009673029123
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.0009673029122
-295.00011603160647,-535.9989739833661,-187.99925604996383,438.1615655814964
-295.0001160316064,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.0001160316064,-535.9989739833661,-187.99925604996383,351.0009673029123
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.0009673029124
-295.0000000182383,-407.99708896626186,-187.99925604996383,351.0000000274552
-295.0001202857227,-540.0012629395378,-387.55084036682865,513.7687108023779
-295.0000931409915,-776.5255198553716,-390.31555553893566,351.0010116206122
-295.00007859260415,-387.1401724205449,-187.9992560499639,351.00051097261456
-295.00011603160647,-535.9989739833662,-187.99925604996383,351.0009673029124
-295.00011603160647,-535.9989739833661,-187.99925604996386,351.00096730291233
-295.00011603160647,-535.9989739833661,-187.99925604996386,351.00096730291233
-484.3497423676431,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.00010871375633,-542.7719996012198,-187.99925604996383,351.0005834649985
-295.00011140954507,-433.94227324498485,-187.99925604996383,351.0010285053855
-294.999999985645,-337.27129313217984,-187.99925604996386,351.0000000021041
-295.00011603160647,-535.9989739833661,-187.99925604996383,157.7485687472375
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.0009673029124
-295.00011603160647,-535.9989739833661,-187.9992560499638,351.0009673029124
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.00096730291233
-295.00011603160647,-535.9989739833661,-187.99925604996383,351.00096730291233
