nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
1.929940509034065e-16,-3.9188243168012934e-17
NIND,NGEN,POP,CXPB,MUTPB
2,100,100,0.6,0.2
