nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
-1.0607156150410883e-16,2.2006503570601857e-17
NIND,NGEN,POP,CXPB,MUTPB
2,100,100,0.6,0.2
