nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
-8.999999987945394,-255.99801036579404,207.00000000614625,-298.0000000092594,-338.9974489573648,587.9955267781613,-269.9999999967528,116.99654413801807,495.9999999933999
-8.999999987945394,-255.998010365794,207.00000000614625,-298.00000000925945,-338.9974489573648,587.9955267781613,-269.9999999967528,116.99654413801807,495.9999999933999
-8.999999987945394,-255.99801036579404,207.00000000614625,-614.6996109996273,-338.9974489573649,587.9955267781613,-269.9999999967527,116.99654413801807,495.9999999934
-8.999999987945394,-255.99801036579402,207.00000000614625,-298.0000000092595,-338.9974489573648,587.9955267781613,-269.9999999967527,116.99654413801804,495.99999999339997
-8.999999987945392,-255.99801036579402,207.0000000061462,-298.00000000925934,-338.9974489573648,587.9955267781613,-269.9999999967527,116.99654413801805,495.99999999339985
-8.999999987945392,-255.99801036579402,207.0000000061462,-298.00000000925934,-338.9974489573648,587.9955267781613,-269.9999999967527,116.99654413801805,495.99999999339985
-8.999999987945394,-255.99801036579402,207.0000000061462,-298.0000000092594,-338.9974489573648,587.9955267781613,-269.99999999675276,116.99654413801807,495.99999999339985
-8.999999987945394,-255.99801036579404,207.0000000061462,-298.00000000925934,-338.9974489573648,587.9955267781613,-269.9999999967528,116.99654413801807,495.99999999339985
-8.999999987945394,-255.99801036579402,207.00000000614622,-298.00000000925945,-338.9974489573648,587.9955267781613,-269.99999999675276,116.99654413801805,495.9999999934
-8.999999987945394,-255.99801036579402,207.0000000061462,-298.00000000925934,-338.9974489573648,587.9955267781613,-269.9999999967526,116.99654413801804,495.9999999933998
-8.999999987945394,-255.99801036579404,207.0000000061462,-298.0000000092594,-338.9974489573648,587.9955267781613,-269.99999999675265,116.99654413801805,495.9999999934
-8.999999987945394,-255.99801036579402,207.00000000614622,-298.00000000925934,-338.99744895736484,587.9955267781613,-269.99999999675265,116.99654413801807,495.99999999339997
