nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
-0.0021716932621873067,-5.275604410560722e-05
NIND,NGEN,POP,CXPB,MUTPB
2,1000,100,0.6,0.2
