nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
265.99996274186026,348.9993899301857
NIND,NGEN,POP,CXPB,MUTPB
2,1000,100,0.6,0.2
