nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
-0.42498154956246087,-0.7268967325896406,-5.453938941797943,-0.45609037527955165,-0.48592448578460445,-0.5798615327849647,0.3709262442591098,-43.70483562390419,-0.41937214981960086
NIND,NGEN,POP,CXPB,MUTPB,GAME_LEVEL
9,20,100,0.6,0.2,3
