nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
-32.401570196425865,-0.40689157790227537,-3.687175612224469,-0.7752660630642335,-0.6073321528571145,-0.31402338402566615,-0.41081545972368094,-0.04854033213724898,-13.895306595612752
-28.801439315051823,-0.27333342925573767,-1.8030328324007467,-0.8055076385185942,-0.587032669295787,-0.31088297211942395,-0.7334444789147252,-0.047008254390001,-0.9165277451250682
-32.800427136132285,0.960446723327677,-2.0745570902487254,-0.8068048706342563,-0.6086965378548931,-0.30029455988436204,-0.8403317030709962,-0.041494202657679446,2.915277688859902
-82.6524133802712,-23.740362193194585,-1.7727683541953376,-0.7974245073217556,-0.5912909816535876,-0.3340755512067252,-0.6336424447543647,-0.040373363986999124,2.9639978904767634
-35.20533814920745,-0.8174218321664056,-2.8686834931059626,-0.8043695883654094,-0.5983363774479633,-0.30769382445135834,-0.7522492920335025,-0.04539737774697901,-15.380392048479509
-36.40183812534255,0.1475200533146906,-2.3981110797386243,-0.8037823661577628,-0.597882847712709,-0.3142756168364856,-0.7434599688059141,-0.03885132898183108,4.341338310034939
-35.06195446725815,2.5514734932590573,-1.5738425941122172,-0.7803097484945851,-0.5852250152067452,-0.2931274102506274,-0.6223132605648781,-0.04592394081526223,2.9609333986020547
-30.636670496383424,-0.4044229290048531,0.5353162259207596,-4.769501832383977,-0.6028003925189013,-0.2826643378889005,-0.8453211999859154,-0.04982256113561692,3.757180101642395
-27.625883734857908,-0.3300377679198187,0.1852213782126643,-0.7189767776054243,-0.6079469431977659,-0.35645007514999005,-1.0088243077763521,-0.0448022996834935,2.3292647065755645
-32.70365913204346,-0.0457684162174592,-3.6500186284629277,-0.7732723898083794,-0.5733127672799757,-0.30316297475236564,-0.30582356261289423,-0.0457137476317971,-18.15275797968605
-42.81476367554257,-0.502976475424466,-2.3699538752344314,-0.7341013619866475,-0.6004193813834666,-0.2859656849665635,-0.8158618273950967,-0.046130848407586196,-9.187822633187036
-30.189738210977133,-0.33790788379829517,-2.8371647278330254,-0.7580013648849243,-0.5632725817914466,-0.3229649991047895,-0.6156801023815166,-0.05110956337458598,25.926455342624706
-34.932027542862926,11.502916426970138,-1.67961316476891,-0.8076080889262515,-0.6021064099411737,-0.3090918596796643,-0.6554295433109327,-0.03411640064042735,2.7053413101265074
-34.96540891576497,1.1000368200492612,-1.5836655364295749,-0.7787263314583591,-0.5865295869502019,-0.3219815198077528,-0.7368443933092086,-0.03877715879622023,2.9629724204527212
-39.68694470147912,1.7332902419034701,-4.330002959068026,-0.8002276378017519,-0.6066053543978156,-0.3018598332155116,-0.8287450616920722,-0.05311355783787553,2.4534582769348443
-39.669460138956055,-3.68020255689388,-1.4490370158492558,-0.7230528555761927,-0.6092109362033717,-0.34569178041157256,-1.0122663651928765,-0.043823725011810755,2.4247959312592684
-39.28092209452436,9.602422055791553,-3.1518897233563057,-31.301676165910386,-16.46620012379962,-0.33040117258959145,-0.8259130965434893,-0.04139542723065463,1.4054319218983027
-42.868498485850544,0.35938178711847746,-1.455714611724625,-0.727382697871768,-0.5986661597783658,-0.3064771465089373,-0.9080510076173937,-0.046310023645644675,2.9587993219092112
-48.632046422946345,-0.134817063033938,-2.668797208797262,-0.7816828142753524,-0.5839742186653158,-0.317159642578424,-0.5668966003536902,-0.055188452030531444,0.9927125988206051
-44.64889855712337,0.046170954528531816,-2.813992642659476,-0.7649629875124218,-0.5797349584499971,-0.30431859820660057,-0.7397086191566309,-0.035266620487385936,1.2403091095286118
-35.983032692716854,-0.27073124666470494,-2.3862274304003313,-0.7949288245339692,-0.5990096345306917,-0.29208157222058145,-0.8609289937785147,-0.043604593135362996,-20.27426975346669
-28.49935037943423,-0.6344565909405538,-1.840189816162288,-0.8075013117744483,-0.6210520548729259,-0.32174338139272446,-0.8384363760255119,-0.04983483889545289,3.3409236389482313
-47.40240022640086,-0.13536904768431823,-1.6042112263119845,-0.7624077065186803,-0.5877285377106889,-0.30532111215464236,-0.5964297002688119,-0.03873002359017142,-1.180560042313508
-36.8377504853517,-0.5126977351600739,-2.665338430109498,-0.7579648892725566,-0.5698913583755677,-0.29680579000324697,-0.8022745127375542,-0.05376089623833421,7.789738946186038
-24.236369785649682,-2.133719989818955,-5.5313597244014625,-0.801889318908003,-0.6128013042443907,-0.2917225733794313,-0.888020845102931,-0.0505271049186308,2.628493721246076
-40.8304860300079,-1.9396881125004612,-2.6575661053029385,-0.7922966701958059,-0.5856197995211654,-0.2840695820926541,-0.8210630141298336,-0.043086447103540024,2.71761727264055
-26.705006929202042,-0.32964793822712657,-1.0695847847039008,-0.7824536066854677,-0.5693246502663029,-0.2981245418054801,-0.6597559139843814,-0.0503818677796172,0.5235633887258714
-45.05197741227256,0.03543554706185237,-2.688971859366636,-0.8188853399132359,-0.5991436714211301,-0.301254314962054,-0.817417188707043,-0.0365361517032056,2.4388310544792375
