nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
4.584037239971769e-17,-8.350994855311343e-17
-118.95522741583868,-1.916448612512566e-17
2.4538530606873015e-17,-1.572235518552329e-17
7.74931292339797e-17,-3.3186070665364165e-17
-3.318203361030528e-17,-5.4206820393430605e-17
-8.626562939228198e-18,-2.405875925937939e-17
1.0402492177935149e-17,8.501135132899561e-17
9.817248127261846e-17,5.068983226938646e-17
-1.9753166290183894e-17,5.4553325301653834e-17
-4.8162497363735486e-18,4.87705019464546e-18
1.129049713670723e-16,7.743671574121333e-17
1.571295085438495e-17,-2.8120358726004286e-17
-2.4091290895029346e-17,-8.066849123099951e-18
5.565005879125527e-18,6.089921164896412e-17
353.34571799838284,3.785685112731715e-17
4.622937750837074e-17,-6.089268830277387e-17
2.313231740119834e-17,-8.264305100164279e-17
4.8372889747038064e-17,-2.9176671653874845e-17
-5.1203992255553226e-17,-1.3276558662260592e-17
-1.5012952999297965e-17,4.7662558294769636e-17
7.03299900888147e-17,1.4835439203741662e-17
-4.3127922114577755e-18,2.783336718485915e-18
-2.5306474023492614e-18,6.046662909813817e-17
-2.6229269240456006e-17,5.1030313169863145e-19
1.0618314338965723e-17,-5.769806138774103e-17
8.999749228250617e-19,-9.265440876077677e-17
1.0618394896879623e-17,11.402283039826346
1.0423821000230975e-17,5.334632382762138e-17
-2.5764617958583243e-17,-1.6220378248481388e-17
4.4002633133332473e-17,-7.52699988715672e-18
4.079911198077104e-17,-3.2009580583776486e-17
-2.8024687597432904e-17,4.2186182137704374e-17
1.7127931169051245e-17,-2.7825170047706093e-17
1.4146981023679872e-18,-3.480485039177825e-17
3.5094954777429923e-17,-2.4536339294717253e-17
3.9488476545788677e-17,-2.3547598443934513e-17
1.2734687102759621e-17,3.3567426791775646e-17
-3.180416269569825e-18,2.1340599950044377e-17
5.283005640769708e-17,-3.207756598145606e-17
4.3993306086848444e-17,-7.485439562401922e-17
1.955634390871677e-18,-8.770953421875155e-17
1.5701751313056398e-17,-6.080819077233471e-17
2.6265585077460933e-17,-7.667964885074951e-19
