mean,std
21.654499994074484,0.3810643884082948
21.528783655210272,0.40919794605241716
21.469446666872585,0.44114747215304
21.438450816943394,0.46706234299381316
21.412407215046827,0.48773062672516354
21.40315835739213,0.5050699962486156
21.391417007311887,0.5151101700984477
21.379389854335283,0.5257563685811579
21.370699089382313,0.5350507306812099
21.364765191336183,0.5430507927641035
21.361826234839633,0.5494160196517145
21.35724256986338,0.5576147167655137
21.350981691573853,0.5635177253485706
21.346791430997722,0.5681897210441268
21.33992562263664,0.5781207787282463
21.335809299690432,0.5836526890255114
21.335597020563167,0.5863573843464454
21.334759522952638,0.5933932962172006
21.335979649686216,0.6003035695311757
21.333120384635468,0.6085948871674205
21.327569038658993,0.6037263117965403
21.330050288627735,0.6041781082459327
21.32746899374912,0.6044465132772583
21.325924549004103,0.6070515938778497
21.32109146105439,0.6076293612981788
21.319697549302997,0.6099008458692534
21.32068704348064,0.6186045130077821
21.322444758798834,0.6154647573967876
21.32392928062018,0.619103385730682
21.314201301364783,0.6308450821032828
21.31895258129084,0.6360276722216532
21.31890642777433,0.6358159959585765
21.311834933490722,0.6492051191075194
21.31117956386197,0.654358031003096
21.311366113814664,0.6696581385724943
21.309809678910064,0.6809400482651177
21.310575193409885,0.6726115507238963
21.299966314317935,0.6957465373044447
21.298354769611592,0.6960539646104388
21.29576019737031,0.7086535466373604
21.29437826304963,0.7164635008220432
21.30498710995072,0.7334810663523433
21.294590299603474,0.7527862743357903
21.287682867000058,0.7819001848644974
21.283895346678673,0.8000349406984874
21.281305329087996,0.8286093360391255
21.275060993735067,0.8577853656478627
21.26285746261822,0.9005480316380351
21.247382450070354,0.9306979326456677
21.234484180907753,0.9831664284088956
21.205931071638936,1.0453543533723044
21.172832798591177,1.1391309880238023
21.118298867754895,1.2738290296891748
21.031912318590916,1.4841725199738707
20.895891274257547,1.7355750251856426
20.67658653996632,2.0669506468139422
20.22400752664647,2.5974372059543245
19.296478052863336,3.344514643752794
17.443252986564616,4.088263044089678
14.664348704758673,4.324847667888755
11.996060853258436,4.301235317345803
9.98034848610266,4.597343429554409
8.430697975274187,4.94876821621395
7.274030346225487,5.328785202482425
6.351277329476734,5.583030124676554
5.620979308784782,5.758153048845864
5.047375732228098,5.939296745298003
4.521142723360801,6.1591140296151705
3.8665209679645307,6.228509857627144
3.3536755190401415,6.371660252399837
2.99665127422694,6.469674776848633
2.736085684781974,6.483208729512714
2.599161168281573,6.51494376043543
2.5561339045610834,6.571224974950579
2.572386746842527,6.658777968600282
2.453247942565096,6.564821665238376
2.490925307441344,6.630339243448911
2.442414203956558,6.5918247140702855
2.4713564166483115,6.6330705517774975
2.46280616290475,6.630949240783183
2.4264663740903094,6.598866352448576
2.446382871484642,6.620833911460488
2.425276750172433,6.600047382881725
2.473033956393328,6.661279743443299
2.4380471081577717,6.615094442004497
2.4197621434093146,6.602166333576594
2.438578889701778,6.622336838385675
2.3719036771487696,6.53918170041769
2.4701481765669864,6.655312068692499
2.441521366081859,6.621336561824075
2.424885205863433,6.604928614122514
2.398610134308493,6.57585865832131
2.400979292039517,6.5759854098841135
2.453261347521415,6.636871404254299
2.409827847697891,6.584357605892705
2.408473265533224,6.584679460706193
2.447412336140519,6.632671779560423
2.4412265736419534,6.623396574457132
2.455121766679568,6.638940064428249
2.44153407423686,6.630615202426356
2.351802927540978,6.52302300630417
