nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
1.1949495971267422e-16,6.812866806647744e-17
NIND,NGEN,POP,CXPB,MUTPB
2,100,1000,0.6,0.2
