nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
-598.0025223278017,63.000115229360084,-357.9999999944904,185.9999999881021,-434.99663246017815,112.00000000020322,-390.0020096653987,-101.003861052661,-368.00000001804597
NIND,NGEN,POP,CXPB,MUTPB
9,1000,100,0.6,0.2
