nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
-0.48692761751646024,-0.4534986721734856,0.763884961728862,-0.7504199323707466,-0.6785809380509586,11.459525978240949,-27.37672787823167,0.13665071915073962,-0.008338600895380688
NIND,NGEN,POP,CXPB,MUTPB,GAME_LEVEL
9,5,10,0.6,0.2,3
