nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
4.584037239971769e-17,-8.350994855311343e-17
NIND,NGEN,POP,CXPB,MUTPB
2,100,1000,0.6,0.2
