nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
-0.6852263672356429,-22.049501140966303,-0.1377170259655363,-2.4389983502840327,-0.41197563081514316,-1.0068627621930712,-0.5945117441988192,-0.1954907521985334,-16.866841908869652
NIND,NGEN,POP,CXPB,MUTPB,GAME_LEVEL
9,30,100,0.6,0.2,1
